DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6360;P6360S1;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5574011;1;1;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;36;;2;;2;908000;2;;;2;;2;;2;;2;;2;;;1;106000;2;1;35000;2;2;;;2;;;2;;;1;454000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;5;1;;;;;;;;;1;1;1;1;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;25;1;;1;;58;42;1;10;1;4210;908000;50;502.17394234;
5574012;1;1;1;60;50;1;;;50;1;2;2;3;1;;1;2;2;2;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;;;;3;7000000;1;;3;;3;2;12;72;;.;72;;;;9;2;;1;;1;1;2;20;1;;;;;;;;;1;2;1;0;36;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;06;86;1;10;4;8621;7000000;50;242.24615786;
5574013;1;2;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;2;;1;;2;1110000;2;;;2;;2;;2;;2;;2;;;1;102000;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;7;;1;;1;1;1;3;;;;;;;;;1;1;1;1;5;8;1;;5;2;;;;;;;;2;;;;1;1;1;1;2;2;2;2;2;2;;2;1;1;1;1;2;1;1;11;10;5;;1;1;34;85;1;10;1;8530;1110000;50;359.93559317;
5574013;1;3;1;60;50;1;;;50;1;1;;;1;;1;2;2;2;3;;1;;2;240000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;3;16;2;;16;;;;5;7;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;1;1;2;1;2;1;1;1;2;;2;1;2;2;1;2;2;1;11;15;5;;1;1;53;56;1;10;1;5611;240000;50;359.93559317;
5574014;1;1;1;60;50;1;;;50;1;2;1;;1;;1;1;1;1;84;;5;;2;2800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1400000;1;1400000;1;1400000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;1;1;7;1;;;;;;;;;1;1;1;0;120;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;25;2;;1;;12;84;1;10;2;8412;2800000;50;255.9548877;
5574015;1;1;1;60;50;1;;;50;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;600000;1;;3;;3;2;12;60;;.;60;;;;1;6;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;5;;1;;58;80;1;10;4;8010;600000;50;310.24787385;
5574015;1;2;1;60;50;1;;;50;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;400000;1;;3;;3;2;12;30;2;;30;;;;1;2;;1;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;5;;1;;59;88;1;10;4;8810;400000;50;310.24787385;
5574016;1;2;1;60;50;1;;;50;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;700000;1;;3;;3;2;12;49;;.;49;;;;1;2;;3;;2;;;;;;;;;;;;1;2;2;1;6;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;15;2;;1;;55;81;1;10;4;8121;700000;50;204.8635361;
5574017;1;4;1;60;50;1;;;50;1;1;;;1;;1;2;2;2;3;;1;;2;640000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;7;;5;;2;;;;;;;;;;;;1;2;2;1;0;4;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;20;5;;1;;81;31;1;10;1;3110;640000;50;303.11925609;
5574019;1;1;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;8;;1;;2;1500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;8;70;;.;70;;;;3;7;;1;;2;;;;;;;;;;;;1;2;2;1;12;48;1;;7;2;;;;;;;;2;;;;1;1;1;1;1;2;2;2;2;2;;2;1;2;2;2;2;2;1;2;30;8;;1;1;53;56;1;10;1;5619;1500000;50;236.9367461;
5574019;1;2;1;60;50;1;;;50;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;6;;;;;2;800000;1;;3;;1;1;12;32;1;;32;;;;1;2;;1;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;16;1;1;1;1;1;2;1;2;2;1;2;2;;1;1;2;2;2;2;2;1;3;10;8;;1;1;55;81;1;10;4;8121;800000;50;236.9367461;
5574020;1;1;1;60;50;1;;;50;2;;;;;;;;;;389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;50000;1;;3;;9;2;12;30;1;;5;6;;1;1;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;1;14;;3;;1;;79;95;1;10;4;9529;50000;50;331.39841485;
5574020;1;3;1;60;50;1;;;50;1;2;2;12;1;;1;1;2;1;36;;2;;2;1050000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;44;;.;44;;;;7;7;;1;;1;1;1;3;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;2;2;2;2;2;1;1;2;20;3;;1;1;03;85;1;10;1;8530;1050000;50;331.39841485;
5574020;1;5;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;11;;2;;2;900000;2;;;2;;2;;2;;2;;2;;;1;106000;2;2;;;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;9;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;0;3;1;;7;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;2;1;2;2;2;2;1;1;2;40;3;;1;1;45;47;1;10;1;4771;900000;50;331.39841485;
5574021;1;3;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;1;;1;;2;900000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;48;;.;48;;;;4;7;;2;;2;;;;;;;;;;;;1;2;2;1;12;12;3;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;2;;1;;45;47;1;10;1;4752;900000;50;156.59339925;
5574021;1;4;1;60;50;1;;;50;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;500000;1;;3;;3;2;6;45;;.;45;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;12;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;45;47;1;10;4;4789;500000;50;156.59339925;
5574021;1;8;1;60;50;1;;;50;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;4;;;;;3;600000;1;;3;;4;2;3;45;;.;45;;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;3;;1;;84;45;1;10;4;4542;600000;50;156.59339925;
5574022;1;1;1;60;50;1;;;50;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;700000;1;;3;;3;2;12;50;;.;50;;;;1;7;;1;;2;;;;;;;;;;;;1;2;2;1;0;48;1;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;30;5;;1;;93;31;1;10;4;3110;700000;50;213.3752366;
5574023;1;2;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;12;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;103000;1;2;;;2;;;2;;;2;;;1;860000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;6;;1;;1;1;1;1;;;;;;;;;1;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;15;5;;1;;03;43;1;10;1;4321;1200000;50;255.9548877;
5574024;1;1;1;60;50;1;;;50;1;1;;;1;;1;2;2;2;120;;1;;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;1;;2;;;;;;1;;;;;;;1;2;1;12;48;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;40;3;;1;;45;47;1;10;1;4772;1000000;50;293.75308318;
5574025;2;1;2;60;50;1;;;50;1;1;;;1;;2;2;2;2;0;;1;;2;30000;2;;;1;10000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;12;1;;12;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;99;12;1;;9;2;;;;;;;;1;40;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;2;2;2;2;3;15;5;;1;1;53;56;1;10;1;5611;40000;50;426.57755139;
5574026;1;1;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;3;;1;;2;400000;2;;;1;150000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;5;38;1;;38;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;7;2;1;;1;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;2;2;2;2;2;2;1;3;20;3;;1;1;53;56;1;10;1;5611;550000;50;540.11172084;
5574026;1;2;1;60;50;1;;;50;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;300000;1;;3;;1;1;12;40;;.;40;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;4;7;1;;1;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;1;1;2;2;2;2;2;1;14;;8;;1;1;99;38;1;10;4;3830;300000;50;540.11172084;
5574027;1;1;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;1;;1;;2;950000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;70;;.;70;;;;6;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;18;1;;7;2;;;;;;;;2;;;;1;1;1;1;1;2;1;1;2;2;;1;1;2;2;2;2;2;2;2;35;8;;1;1;45;47;1;10;1;4773;950000;50;196.88044593;
5574029;1;1;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;2;;1;;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;50;;.;50;;;;3;2;;2;;2;;;;;;;;;;;;1;2;2;1;12;2;1;;1;2;;;;;;;;2;;;;1;2;1;2;1;2;2;1;1;2;;1;1;1;2;2;2;2;1;2;90;3;;1;1;95;41;1;10;1;4111;800000;50;454.00888879;
5574029;1;6;1;60;50;1;;;50;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;360000;1;;3;;1;2;12;27;1;;27;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;15;4;;1;2;;;;;;;;1;30;1;1;1;2;1;2;1;2;2;1;2;2;;1;1;1;2;2;2;2;1;2;40;3;;1;1;55;81;1;10;4;8121;360000;50;454.00888879;
5574029;1;7;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;0;;1;;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;50;;.;50;;;;3;2;;2;;2;;;;;;;;;;;;1;2;2;1;1;2;1;;1;2;;;;;;;;2;;;;1;2;1;2;1;2;2;1;1;2;;1;1;1;2;2;2;2;1;2;90;3;;1;1;95;41;1;10;1;4111;800000;50;454.00888879;
5574029;1;8;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;2;;1;;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;4;50;;.;50;;;;3;2;;2;;2;;;;;;;;;;;;1;2;2;1;1;2;4;;3;2;;;;;;;;2;;;;1;2;1;2;1;2;2;1;1;2;;1;1;1;2;2;2;2;1;2;90;3;;1;1;95;41;1;10;1;4111;800000;50;454.00888879;
5574030;1;1;1;60;50;1;;;50;1;2;1;;1;;1;1;1;1;360;;5;;1;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;1;98;1;98;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;30;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;50;2;;1;;20;84;1;10;2;8415;;50;329.68158916;
5574033;1;1;1;60;50;1;;;50;1;2;2;3;2;1;1;1;2;1;3;;3;;2;1100000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;5;7;;1;;1;1;1;0;;;;;;;;;1;1;1;1;0;12;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;15;5;;1;;55;68;1;10;1;6820;1100000;50;216.31416125;7810
5574034;1;1;1;60;50;1;;;50;1;2;1;;2;1;1;1;2;1;5;;2;;1;1134000;1;200000;2;2;;2;;2;;2;;2;;;1;105000;1;1;35000;2;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;7;56;;.;56;;;;9;7;;1;;1;1;1;6;1;;;;;;;;;1;1;1;5;12;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;25;2;;1;;59;86;1;10;1;8610;1134000;50;308.42866785;7810
5574035;1;2;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;300;;1;;2;500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;36;1;;36;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;12;2;2;1;1;1;2;1;2;2;1;2;2;;2;2;2;2;2;2;2;1;6;15;8;;1;1;54;97;1;10;3;9700;500000;50;190.73923255;
5574035;1;3;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;108;;3;;2;640000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;32;1;;32;;;;1;2;;2;;2;;;;;;1;;;;;;;2;2;2;;;;;;2;;;;;;;;1;16;2;1;1;1;1;2;1;2;2;2;2;2;;2;1;2;2;2;2;2;1;2;30;2;;1;1;54;97;1;10;3;9700;640000;50;190.73923255;
5574036;1;1;1;60;50;1;;;50;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;370000;1;;3;;1;1;2;20;2;;20;;;;1;2;;5;;2;;;;;;;;;;;;1;2;2;1;18;28;1;;1;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;2;1;1;2;1;2;1;1;11;30;3;;1;1;55;81;1;10;4;8121;370000;50;456.80823041;
5574037;1;1;1;60;50;1;;;50;2;;;;;;;;;;3;ES EMPLEADA DE UN ASALARIADO PARA REALIZAR ACTIVIDADES DE SU OFICIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;EL ASALARIADO LE PAGA DE SU SUELDO PARA QUE LE AYUDE CON SUS FUNCIONES;;;;3;400000;1;;3;;1;2;12;40;;.;40;;;;1;7;;12;SISBEN;2;;;;;;;;;;;;1;2;2;1;0;12;1;;3;2;;;;;;;;2;;;;1;1;1;2;1;2;1;2;2;2;;2;1;2;2;2;2;2;1;2;30;3;;1;1;39;84;1;10;9;8415;400000;50;156.59339925;
5574037;1;2;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;24;;2;;2;910000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;920000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;8;7;;1;;1;1;1;2;1;;;;;;;;;1;1;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;60;3;;1;;09;10;1;10;1;1051;910000;50;156.59339925;
5574039;1;2;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;10;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;105000;2;2;;;2;;;2;;;2;;;1;500000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;1;;1;;1;1;1;2;1;;;;;;;;;1;1;1;0;36;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;34;47;1;10;1;4755;1200000;50;348.04606933;
5574040;1;1;1;60;50;1;;;50;1;2;1;;1;;1;1;1;1;60;;2;;1;3400000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1500000;1;3000000;1;1500000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;30;3;HORARIO ASIGNADO;30;;;;9;7;;1;;1;3;1;6;1;;;;;;;;;1;1;1;8;20;2;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;2;1;8;5;3;;1;;13;85;1;10;2;8530;3400000;50;293.75308318;
5574045;1;1;1;60;50;1;;;50;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1000000;1;;3;;3;2;12;45;;.;45;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;7;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;45;56;1;10;4;5619;1000000;50;310.83336446;
5574046;1;1;1;60;50;1;;;50;2;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;1000000;1;;3;;1;2;12;48;;.;48;;;;1;9;;2;;2;;;;;;;;;;;;1;2;2;1;4;48;4;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;18;2;;1;;95;41;1;10;4;4111;1000000;50;204.8635361;
5574050;1;2;1;60;50;1;;;50;1;2;1;;1;;2;1;2;1;144;;1;;2;908000;2;;;2;;2;;2;;2;;2;;;1;106000;2;2;;;2;;;2;;;2;;;1;908000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;5;7;;1;;1;1;1;20;1;;;;;;;;;1;1;1;24;96;1;;5;2;;;;;;;;2;;;;1;1;1;1;2;2;2;1;1;2;;2;1;2;2;2;2;1;1;11;30;8;;1;1;84;47;1;10;1;4731;908000;50;626.37359698;
5574051;1;2;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;2;;1;;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;3;40;;.;40;;;;3;7;;2;;2;;;;;;;;;;;;1;2;2;1;1;1;4;;3;2;;;;;;;;2;;;;1;2;1;2;1;2;2;2;2;2;;1;1;1;2;2;2;1;1;3;15;3;;1;1;97;47;1;10;1;4711;600000;50;194.35709501;
5574051;1;3;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;6;;1;;2;1020000;2;;;2;;2;;2;;2;;2;;;1;107000;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;72;;.;72;;;;5;7;;1;;1;1;1;3;;;;;;;;;1;1;1;1;0;3;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;60;3;;1;;89;23;1;10;1;2392;1020000;50;194.35709501;
5574052;1;1;1;60;50;1;;;50;1;1;;;1;;2;2;2;2;24;;1;;2;900000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;1;3600000;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;0;3;;;2;4;;1;;2;;;;;;;;;;;;1;1;2;1;6;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;5;;1;;98;49;1;10;1;4923;900000;50;556.60651152;
5574052;1;2;1;60;50;1;;;50;1;2;1;;1;;1;1;2;1;12;;1;;2;1100000;2;;;2;;2;;2;;2;;2;;;1;105000;2;2;;;2;;;2;;;2;;;1;890000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;0;3;;;9;8;;1;;1;1;1;7;1;;;;;;;;;1;1;1;48;25;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;84;71;1;10;1;7112;1100000;50;556.60651152;
5574054;1;1;1;60;50;1;;;50;1;2;1;;1;;2;2;2;2;8;;1;;2;1020000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;63;;.;63;;;;8;5;;1;;1;1;1;6;;;;;;;;;1;1;2;1;0;12;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;15;3;;1;;97;53;1;10;1;5320;1020000;50;329.68158916;
5574054;1;2;1;60;50;1;;;50;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;;;;;3;400000;1;;3;;1;2;12;68;;.;68;;;;1;1;;5;;2;;;;;;;;;;;;1;2;2;1;0;24;2;;1;2;;;;;;;;2;;;;1;2;1;1;2;2;2;1;2;2;;1;1;1;2;1;2;1;1;14;;3;;1;1;97;22;1;10;4;2229;400000;50;329.68158916;
5574055;1;3;1;60;50;1;;;50;1;2;2;12;1;;1;1;2;1;12;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;110000;1;2;;;2;;;2;;;2;;;1;1100000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;1;;1;1;1;3;1;;;;;;;;;1;2;1;6;14;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;20;3;;1;;83;25;1;10;1;2511;1200000;50;310.24787385;
5574056;1;1;1;60;50;1;;;50;2;;;;;;;;;;336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;250000;1;;3;;3;2;12;70;;.;70;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;9;;1;;45;47;1;10;4;4781;250000;50;242.80131461;
5574056;1;2;1;60;50;1;;;50;1;1;;;1;;1;2;2;2;204;;1;;2;200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;9;;1;;45;47;1;10;1;4711;200000;50;242.80131461;
5574058;1;1;1;60;50;1;;;50;1;1;;;1;;1;2;2;2;12;;1;;2;1000000;2;;;1;250000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;1;2;;3;;2;;;;;;;;;;;;1;2;2;1;1;18;3;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;35;5;;1;;54;97;1;10;3;9700;1250000;50;215.38450912;
