DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,FT,DPTO,fex_c_2011
5367487,1,1,1,50,47,1,,,1,4,,2,2,2,2,1,11,,,,,,,02,1,47,216.16719687
5367487,1,2,1,50,47,1,,,1,1,,,,,,,,,,,,,,02,1,47,216.16719687
5367487,1,3,1,50,47,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,47,216.16719687
5367488,1,1,1,50,47,1,,,2,1,,,,,,,,,,,,,,02,1,47,97.023112249
5367488,1,2,1,50,47,1,2,,2,2,,2,2,2,1,,,,,,,,1,02,1,47,97.023112249
5367488,1,3,1,50,47,1,1,,2,2,,2,2,2,1,,,,,,,,1,02,1,47,97.023112249
5367489,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,02,1,47,178.57396245
5367489,1,2,1,50,47,1,,,2,4,,2,2,2,2,1,10,,,,,,,02,1,47,178.57396245
5367490,1,1,1,50,47,1,,,2,1,,,,,,,,,,,,,,02,1,47,216.16719687
5367490,1,2,1,50,47,1,,,2,4,,1,,,,,,,,,,,,02,1,47,216.16719687
5367490,1,3,1,50,47,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,47,216.16719687
5367491,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,02,1,47,168.01281966
5367492,1,1,1,50,47,1,,,2,1,,,,,,,,,,,,,,02,1,47,157.58031456
5367492,1,2,1,50,47,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,47,157.58031456
5367492,1,3,1,50,47,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,47,157.58031456
5367493,1,1,1,50,47,1,,,2,1,,,,,,,,,,,,,,02,1,47,190.8346541
5367493,1,2,1,50,47,1,,,2,4,,2,2,2,2,1,2,,1,2,,,,02,1,47,190.8346541
5367493,1,3,1,50,47,1,,,3,1,,,,,,,,,,,,,,02,1,47,190.8346541
5367493,1,4,1,50,47,1,,,2,1,,,,,,,,,,,,,,02,1,47,190.8346541
5367494,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,02,1,47,221.20695381
5367494,1,2,1,50,47,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,47,221.20695381
5367494,1,3,1,50,47,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,47,221.20695381
5367495,1,1,1,50,47,1,,,1,4,,2,2,2,2,1,7,,1,2,,,,02,1,47,137.30946984
5367496,1,1,1,50,47,1,,,2,1,,,,,,,,,,,,,,02,1,47,158.69207329
5367496,1,2,1,50,47,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,47,158.69207329
5367496,1,3,1,50,47,1,,,2,6,VAGO,2,2,2,2,2,,,,,,,,02,1,47,158.69207329
5367497,1,1,1,50,47,1,1,,1,2,,2,2,2,1,,,,,,,,1,02,1,47,236.01157918
5367498,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,02,1,47,97.023112249
5367498,1,2,1,50,47,1,2,,2,2,,2,2,2,1,,,,,,,,1,02,1,47,97.023112249
5367498,1,3,1,50,47,1,1,,2,2,,2,2,2,1,,,,,,,,1,02,1,47,97.023112249
5367499,1,1,1,50,47,1,,,1,6,PENSIONADA,2,2,2,2,2,,,,,,,,02,1,47,137.30946984
5367500,1,1,1,50,47,1,,,2,6,PENSIONADA,2,2,2,2,2,,,,,,,,02,1,47,114.93423685
5367500,1,2,1,50,47,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,47,114.93423685
5367500,1,3,1,50,47,1,,,2,1,,,,,,,,,,,,,,02,1,47,114.93423685
5367501,1,1,1,50,50,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,50,418.46012974
5367501,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,02,1,50,418.46012974
5367501,2,1,2,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,418.46012974
5367502,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,205.09526986
5367502,1,2,1,50,50,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,50,205.09526986
5367502,1,3,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,50,205.09526986
5367503,1,1,1,50,50,1,,,1,4,,1,,,,,,,,,,,,02,1,50,307.64145083
5367503,1,3,1,50,50,1,,,3,1,,,,,,,,,,,,,,02,1,50,307.64145083
5367504,1,1,1,50,50,1,,,1,6,DESCANSANDO PENSIONADO,2,2,2,2,2,,,,,,,,02,1,50,359.26233205
5367504,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,50,359.26233205
5367505,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,368.13883298
5367505,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,50,368.13883298
5367506,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,264.47215965
5367507,1,1,1,50,50,1,,,1,2,,1,,,,,,,,,,,,02,1,50,264.6336701
5367508,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,237.52641288
5367508,1,2,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,50,237.52641288
5367509,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,264.47215965
5367510,1,1,1,50,50,1,,,1,4,,1,,,,,,,,,,,,02,1,50,191.15126464
5367510,1,2,1,50,50,1,,,2,6,TRABAJADOR FAMILIAR SIN REMUNERACION,2,2,1,,,,,,,,,,02,1,50,191.15126464
5367510,1,3,1,50,50,1,,,3,6,ENTRENANDO DEPORTE,1,,,,,,,,,,,,02,1,50,191.15126464
5367511,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,401.76250448
5367512,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,291.40032477
5367512,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,02,1,50,291.40032477
5367512,1,3,1,50,50,1,,,3,1,,,,,,,,,,,,,,02,1,50,291.40032477
5367513,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,275.21030781
5367513,1,2,1,50,50,1,,,2,3,,1,,,,,,,,,,,,02,1,50,275.21030781
5367513,1,3,1,50,50,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,50,275.21030781
5367514,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,418.46012974
5367514,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,02,1,50,418.46012974
5367514,1,5,1,50,50,1,,,5,1,,,,,,,,,,,,,,02,1,50,418.46012974
5367515,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,277.45631955
5367515,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,50,277.45631955
5367515,1,3,1,50,50,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,50,277.45631955
5367516,1,1,1,50,50,1,,,1,6,VACACIONES,2,1,,,,,,,,,,,02,1,50,237.52641288
5367516,1,2,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,50,237.52641288
5367517,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,250.30162679
5367517,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,50,250.30162679
5367517,1,3,1,50,50,1,2,,3,2,,2,2,2,1,,,,,,,,1,02,1,50,250.30162679
5367517,1,4,1,50,50,1,,,4,3,,2,2,2,2,2,,,,,,,,02,1,50,250.30162679
5367518,1,1,1,50,50,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,50,318.55501752
5367518,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,02,1,50,318.55501752
5367519,1,1,1,50,50,1,,,1,4,,2,2,2,2,1,11,,,,,,,02,1,50,364.77146547
5367519,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,02,1,50,364.77146547
5367519,1,3,1,50,50,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,50,364.77146547
5367519,1,4,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,50,364.77146547
5367520,1,1,1,50,50,1,3,,1,4,,2,2,2,1,,,,,,,,1,02,1,50,277.45631955
5367520,1,2,1,50,50,1,,,2,2,,1,,,,,,,,,,,,02,1,50,277.45631955
5367520,1,3,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,50,277.45631955
5367521,1,1,1,50,50,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,50,232.24996261
5367521,1,2,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,50,232.24996261
5367522,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,191.15126464
5367522,1,2,1,50,50,1,1,,2,3,,2,2,2,1,,,,,,,,1,02,1,50,191.15126464
5367522,1,3,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,50,191.15126464
5367523,1,1,1,50,50,1,1,,1,6,DESCANSAR POR FALTA DE TRABAJO,2,2,2,1,,,,,,,,1,02,1,50,343.46369854
5367524,1,1,1,50,50,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,50,264.47215965
5367525,1,1,1,50,50,1,,,1,6,DESCANSAR POR EDAD,2,2,2,2,2,,,,,,,,02,1,50,264.47215965
5367526,1,1,1,50,50,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,50,178.78511438
5367526,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,02,1,50,178.78511438
5367526,1,3,1,50,50,1,,,3,1,,,,,,,,,,,,,,02,1,50,178.78511438
5367526,1,4,1,50,50,1,,,4,3,,2,2,2,2,2,,,,,,,,02,1,50,178.78511438
5367527,1,1,1,50,50,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,50,273.34866058
5367528,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,291.40032477
5367528,1,2,1,50,50,1,,,2,6,TRABAJADOR FAMILIAR SIN REMUNERACION,2,2,1,,,,,,,,,,02,1,50,291.40032477
5367528,1,3,1,50,50,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,50,291.40032477
5367529,1,1,1,50,50,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,50,365.94025677
5367529,1,2,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,50,365.94025677
5367530,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,250.30162679
5367530,1,2,1,50,50,1,,,2,4,,1,,,,,,,,,,,,02,1,50,250.30162679
5367530,1,3,1,50,50,1,1,,3,4,,2,2,2,1,,,,,,,,1,02,1,50,250.30162679
5367530,1,4,1,50,50,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,50,250.30162679
5367531,1,1,1,50,50,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,50,273.34866058
5367532,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,277.45631955
5367532,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,50,277.45631955
5367532,1,3,1,50,50,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,50,277.45631955
5367533,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,438.09236049
5367533,1,2,1,50,50,1,,,2,6,TRABAJADOR FAMILIAR SIN REMUNERACION,2,2,1,,,,,,,,,,02,1,50,438.09236049
5367534,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,245.00143935
5367534,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,50,245.00143935
5367535,1,1,1,50,50,1,,,1,6,VACACIONES,2,1,,,,,,,,,,,02,1,50,323.83146779
5367535,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,50,323.83146779
5367536,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,251.4704181
5367536,1,2,1,50,50,1,3,,2,3,,2,2,2,1,,,,,,,,1,02,1,50,251.4704181
5367537,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,264.47215965
5367538,1,1,1,50,50,1,1,,1,2,,2,2,2,1,,,,,,,,1,02,1,50,343.46369854
5367539,1,1,1,50,50,1,6,,2,2,,2,2,2,1,,,,,,,,1,02,1,50,318.55501752
5367539,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,50,318.55501752
5367540,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,316.30900579
5367540,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,50,316.30900579
5367541,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,296.67677503
5367541,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,50,296.67677503
5367541,1,3,1,50,50,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,50,296.67677503
5367542,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,419.81416867
5367542,1,2,1,50,50,1,2,,2,4,,2,2,2,1,,,,,,,,1,02,1,50,419.81416867
5367542,1,3,1,50,50,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,50,419.81416867
5367543,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,189.74979018
5367543,1,2,1,50,50,1,,,2,6,TRABAJADOR FAMILIAR SIN REMUNERACION,2,2,1,,,,,,,,,,02,1,50,189.74979018
5367543,1,3,1,50,50,1,,,3,1,,,,,,,,,,,,,,02,1,50,189.74979018
5367544,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,230.84848816
5367544,1,2,1,50,50,1,,,2,4,,1,,,,,,,,,,,,02,1,50,230.84848816
5367545,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,296.67677503
5367545,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,02,1,50,296.67677503
5367545,1,3,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,50,296.67677503
5367546,1,1,1,50,50,1,,,1,6,DESCANSANDO ENFERMO,2,2,2,2,2,,,,,,,,02,1,50,264.6336701
5367547,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,264.47215965
5367548,1,1,1,50,50,1,,,1,4,,1,,,,,,,,,,,,02,1,50,333.50911376
5367548,1,2,1,50,50,1,2,,2,2,,2,2,2,1,,,,,,,,1,02,1,50,333.50911376
5367548,1,4,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,50,333.50911376
5367549,1,1,1,50,50,1,1,,1,2,,2,2,2,1,,,,,,,,1,02,1,50,277.45631955
5367549,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,02,1,50,277.45631955
5367549,1,3,1,50,50,1,,,3,6,DESCANSAR POR DISCAPACIDAD,2,2,2,2,2,,,,,,,,02,1,50,277.45631955
5367550,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,452.24531168
5367550,1,2,1,50,50,1,1,,2,4,,2,2,2,1,,,,,,,,1,02,1,50,452.24531168
5367551,1,1,1,50,50,1,1,,1,2,,2,2,2,1,,,,,,,,1,02,1,50,230.84848816
5367551,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,50,230.84848816
5367552,1,1,1,50,50,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,50,230.84848816
5367552,1,2,1,50,50,1,,,2,6,DESCANSANDO AVANZADA EDAD,2,2,2,2,2,,,,,,,,02,1,50,230.84848816
5367553,1,1,1,50,50,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,50,264.47215965
5367554,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,329.10791805
5367554,1,2,1,50,50,1,,,2,6,VIAJANDO,2,2,2,2,2,,,,,,,,02,1,50,329.10791805
5367555,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,264.47215965
5367556,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,277.45631955
5367556,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,02,1,50,277.45631955
5367556,1,3,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,50,277.45631955
5367557,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,332.13835658
5367557,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,50,332.13835658
5367558,1,1,1,50,50,1,,,1,4,,1,,,,,,,,,,,,02,1,50,237.52641288
5367558,1,2,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,50,237.52641288
5367559,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,321.58545605
5367559,1,2,1,50,50,1,,,2,6,TRABAJADOR FAMILIAR SIN REMUNERACION,2,2,1,,,,,,,,,,02,1,50,321.58545605
5367560,1,1,1,50,50,1,,,1,4,,2,2,2,2,1,3,,2,,2,,,02,1,50,318.55501752
5367560,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,02,1,50,318.55501752
5367561,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,02,1,50,329.10791805
5367561,1,2,1,50,50,1,,,2,4,,1,,,,,,,,,,,,02,1,50,329.10791805
5367564,1,1,1,50,52,1,,,1,6,CAMINAR,2,2,2,2,2,,,,,,,,02,1,52,125.88242015
5367564,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,52,125.88242015
5367564,1,3,1,50,52,1,,,3,1,,,,,,,,,,,,,,02,1,52,125.88242015
5367566,1,1,1,50,52,1,,,1,6,DESCANSAR POR PROBLEMAS DE SALUD,2,2,2,2,2,,,,,,,,02,1,52,152.66336887
5367566,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,52,152.66336887
5367567,1,1,1,50,52,1,,,1,6,DESCANSAR POR VEJEZ,1,,,,,,,,,,,,02,1,52,107.42347068
5367567,1,2,1,50,52,1,,,1,4,,2,2,2,2,2,,,,,,,,02,1,52,107.42347068
5367567,1,3,1,50,52,1,2,,3,4,,2,2,2,1,,,,,,,,1,02,1,52,107.42347068
5367567,1,4,1,50,52,1,2,,4,4,,2,2,2,1,,,,,,,,1,02,1,52,107.42347068
5367568,1,1,1,50,52,1,,,2,5,,,,,,,,,,,,,,02,1,52,128.75970163
5367568,1,2,1,50,52,1,,,2,4,,1,,,,,,,,,,,,02,1,52,128.75970163
5367570,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,128.75970163
5367570,1,2,1,50,52,1,,,2,1,,,,,,,,,,,,,,02,1,52,128.75970163
5367571,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,243.88791678
5367571,1,2,1,50,52,1,2,,2,4,,2,2,2,1,,,,,,,,1,02,1,52,243.88791678
5367571,1,3,1,50,52,1,,,3,3,,2,2,2,2,1,12,,,,,,,02,1,52,243.88791678
5367572,1,1,1,50,52,1,,,1,4,,1,,,,,,,,,,,,02,1,52,160.76661914
5367572,1,2,1,50,52,1,,,2,1,,,,,,,,,,,,,,02,1,52,160.76661914
5367572,1,4,1,50,52,1,,,4,1,,,,,,,,,,,,,,02,1,52,160.76661914
5367572,1,5,1,50,52,1,,,5,1,,,,,,,,,,,,,,02,1,52,160.76661914
5367572,1,6,1,50,52,1,,,4,3,,2,2,2,2,2,,,,,,,,02,1,52,160.76661914
5367572,1,7,1,50,52,1,,,1,6,MIRAR TELEVISION,2,2,2,2,2,,,,,,,,02,1,52,160.76661914
5367572,1,8,1,50,52,1,,,8,1,,,,,,,,,,,,,,02,1,52,160.76661914
5367573,1,1,1,50,52,1,,,1,6,ESCRIBIR,2,2,2,2,2,,,,,,,,02,1,52,107.42347068
5367573,1,2,1,50,52,1,,,2,6,LEER,2,2,2,2,2,,,,,,,,02,1,52,107.42347068
5367573,1,3,1,50,52,1,,,3,1,,,,,,,,,,,,,,02,1,52,107.42347068
5367574,1,1,1,50,52,1,,,1,6,LEER,2,2,2,2,2,,,,,,,,02,1,52,152.66336887
5367574,1,2,1,50,52,1,,,2,1,,,,,,,,,,,,,,02,1,52,152.66336887
5367575,1,1,1,50,52,1,,,1,6,LEER,2,2,2,2,2,,,,,,,,02,1,52,107.42347068
5367575,1,2,1,50,52,1,,,2,6,CAMINAR,2,2,2,2,2,,,,,,,,02,1,52,107.42347068
5367576,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,125.88242015
5367576,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,52,125.88242015
5367576,1,3,1,50,52,1,4,,3,2,,2,2,2,1,,,,,,,,1,02,1,52,125.88242015
5367577,1,1,1,50,52,1,,,1,2,,1,,,,,,,,,,,,02,1,52,244.55492859
5367578,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,237.14817304
5367578,1,2,1,50,52,1,,,2,1,,,,,,,,,,,,,,02,1,52,237.14817304
5367578,1,3,1,50,52,1,,,3,2,,1,,,,,,,,,,,,02,1,52,237.14817304
5367579,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,245.11925806
5367579,1,2,1,50,52,1,,,2,1,,,,,,,,,,,,,,02,1,52,245.11925806
5367579,1,3,1,50,52,1,,,3,1,,,,,,,,,,,,,,02,1,52,245.11925806
5367580,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,246.30061258
5367580,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,52,246.30061258
5367580,1,3,1,50,52,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,52,246.30061258
5367581,1,1,1,50,52,1,,,2,1,,,,,,,,,,,,,,02,1,52,188.1756761
5367581,1,2,1,50,52,1,,,2,1,,,,,,,,,,,,,,02,1,52,188.1756761
5367581,1,3,1,50,52,1,,,2,6,TRABAJADOR FAMILIAR SIN REMUNERACION,2,2,1,,,,,,,,,,02,1,52,188.1756761
5367581,1,4,1,50,52,1,,,2,6,TRABAJADOR FAMILIAR SIN REMUNERACION,2,2,1,,,,,,,,,,02,1,52,188.1756761
5367582,1,1,1,50,52,1,,,2,6,DESCANSAR POR ENFERMEDAD,2,2,2,2,2,,,,,,,,02,1,52,157.28633434
5367582,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,52,157.28633434
5367582,1,3,1,50,52,1,,,3,6,JUGAR,2,2,2,2,2,,,,,,,,02,1,52,157.28633434
5367583,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,152.66336887
5367583,1,2,1,50,52,1,,,2,4,,2,2,2,2,1,13,PANDEMIA,,,,,,02,1,52,152.66336887
5367584,1,1,1,50,52,1,,,1,4,,2,2,2,2,1,10,,,,,,,02,1,52,157.28633434
5367584,1,2,1,50,52,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,52,157.28633434
5367584,1,3,1,50,52,1,,,1,4,,1,,,,,,,,,,,,02,1,52,157.28633434
5367585,1,1,1,50,52,1,,,1,4,,1,,,,,,,,,,,,02,1,52,148.1338948
5367585,1,2,1,50,52,1,,,2,4,,2,2,2,2,1,11,,,,,,,02,1,52,148.1338948
5367585,1,3,1,50,52,1,,,3,4,,2,2,2,2,2,,,,,,,,02,1,52,148.1338948
5367587,1,1,1,50,52,1,,,1,4,,2,2,2,2,1,7,,1,2,,,,02,1,52,152.66336887
5367587,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,52,152.66336887
5367588,1,1,1,50,52,1,,,1,6,VIAJAR,2,2,2,2,1,11,,,,,,,02,1,52,194.38235481
5367588,1,2,1,50,52,1,,,2,4,,1,,,,,,,,,,,,02,1,52,194.38235481
5367588,1,3,1,50,52,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,52,194.38235481
5367589,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,188.11574968
5367589,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,52,188.11574968
5367589,1,3,1,50,52,1,,,3,1,,,,,,,,,,,,,,02,1,52,188.11574968
5367589,1,4,1,50,52,1,,,4,1,,,,,,,,,,,,,,02,1,52,188.11574968
5367590,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,244.55492859
5367593,1,1,1,50,52,1,,,1,6,LEER,2,2,2,2,2,,,,,,,,02,1,52,149.78608739
5367593,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,52,149.78608739
5367593,1,3,1,50,52,1,,,2,5,,,,,,,,,,,,,,02,1,52,149.78608739
5367594,1,1,1,50,52,1,,,1,4,,2,2,2,2,1,8,,1,2,,,,02,1,52,184.06728305
5367594,1,2,1,50,52,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,52,184.06728305
5367596,1,1,1,50,52,1,,,1,6,TRABAJADOR FAMILIAR SIN REMUNERACION,2,2,1,,,,,,,,,,02,1,52,182.3713561
5367596,1,2,1,50,52,1,,,2,1,,,,,,,,,,,,,,02,1,52,182.3713561
5367596,1,3,1,50,52,1,,,3,3,,2,1,,,,,,,,,,,02,1,52,182.3713561
5367597,1,1,1,50,52,1,,,1,4,,2,2,2,2,1,10,,,,,,,02,1,52,210.82950946
5367597,1,2,1,50,52,1,,,2,3,,2,2,2,2,2,,,,,,,,02,1,52,210.82950946
5367599,1,1,1,50,52,1,6,,1,4,,2,2,2,1,,,,,,,,2,02,1,52,234.22113452
5367600,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,164.67436758
5367600,1,2,1,50,52,1,1,,2,6,HACER EJERCICIO,2,2,2,1,,,,,,,,1,02,1,52,164.67436758
5367601,1,1,1,50,52,1,,,2,6,VER TELEVISION,2,2,2,2,2,,,,,,,,02,1,52,152.66336887
5367601,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,52,152.66336887
5367602,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,292.45575446
5367602,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,02,1,52,292.45575446
5367602,1,3,1,50,52,1,,,3,3,,2,2,2,2,2,,,,,,,,02,1,52,292.45575446
5367603,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,211.96965988
5367604,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,211.96965988
5367605,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,107.42347068
5367605,1,2,1,50,52,1,1,,2,4,,2,2,2,1,,,,,,,,1,02,1,52,107.42347068
5367605,1,3,1,50,52,1,1,,3,3,,2,2,2,1,,,,,,,,1,02,1,52,107.42347068
5367605,1,4,1,50,52,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,52,107.42347068
5367605,1,5,1,50,52,1,,,1,3,,2,2,2,2,2,,,,,,,,02,1,52,107.42347068
5367606,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,211.96965988
5367607,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,269.0641294
5367607,1,2,1,50,52,1,2,,2,4,,2,2,2,1,,,,,,,,1,02,1,52,269.0641294
5367607,1,3,1,50,52,1,,,3,1,,,,,,,,,,,,,,02,1,52,269.0641294
5367607,1,4,1,50,52,1,,,4,4,,2,2,2,2,1,10,,,,,,,02,1,52,269.0641294
5367609,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,02,1,52,264.40226036
5367609,1,2,1,50,52,1,,,2,1,,,,,,,,,,,,,,02,1,52,264.40226036
