DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,FT,DPTO,fex_c_2011
5419721,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,338.09901209
5419722,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,376.52686288
5419722,1,2,1,50,13,1,2,,2,2,,2,2,2,1,,,,,,,,1,04,1,13,376.52686288
5419723,1,1,1,50,13,1,,,4,4,,2,2,2,2,2,,,,,,,,04,1,13,367.83962589
5419723,1,2,1,50,13,1,,,4,4,,1,,,,,,,,,,,,04,1,13,367.83962589
5419723,1,3,1,50,13,1,,,3,4,,1,,,,,,,,,,,,04,1,13,367.83962589
5419723,1,4,1,50,13,1,,,4,1,,,,,,,,,,,,,,04,1,13,367.83962589
5419723,1,5,1,50,13,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,13,367.83962589
5419724,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,499.29458471
5419724,1,2,1,50,13,1,,,3,1,,,,,,,,,,,,,,04,1,13,499.29458471
5419724,1,3,1,50,13,1,2,,3,4,,2,2,2,1,,,,,,,,1,04,1,13,499.29458471
5419724,1,4,1,50,13,1,,,3,1,,,,,,,,,,,,,,04,1,13,499.29458471
5419724,1,5,1,50,13,1,,,5,3,,2,2,2,2,2,,,,,,,,04,1,13,499.29458471
5419725,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,410.77739638
5419725,1,2,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,410.77739638
5419726,1,1,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,441.60569246
5419726,1,2,1,50,13,1,,,2,4,,1,,,,,,,,,,,,04,1,13,441.60569246
5419726,1,3,1,50,13,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,13,441.60569246
5419727,1,1,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,406.23359274
5419727,1,2,1,50,13,1,3,,2,4,,2,2,2,1,,,,,,,,1,04,1,13,406.23359274
5419728,1,1,1,50,13,1,,,1,4,,2,2,2,2,1,13,PANDEMIA,,,,,,04,1,13,410.77739638
5419728,1,2,1,50,13,1,,,2,4,,1,,,,,,,,,,,,04,1,13,410.77739638
5419729,1,1,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,382.67365949
5419729,1,2,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,382.67365949
5419730,1,1,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,298.51586658
5419730,1,2,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,298.51586658
5419730,1,3,1,50,13,1,3,,1,2,,2,2,2,1,,,,,,,,1,04,1,13,298.51586658
5419730,1,4,1,50,13,1,,,1,6,DILIGENCIAS DE ESTUDIOS,2,2,2,2,2,,,,,,,,04,1,13,298.51586658
5419731,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,466.98487018
5419731,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,466.98487018
5419732,1,1,1,50,13,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,13,491.50546349
5419732,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,491.50546349
5419732,1,3,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,491.50546349
5419732,1,4,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,491.50546349
5419732,1,5,1,50,13,1,,,1,6,PRACTICA FUTBOL,2,2,2,2,2,,,,,,,,04,1,13,491.50546349
5419732,1,6,1,50,13,1,,,1,4,,2,2,2,2,1,10,,,,,,,04,1,13,491.50546349
5419732,1,9,1,50,13,1,,,1,6,INCAPACITADO POR ACCIDENTE DE TRANSITO,2,2,2,2,1,11,,,,,,,04,1,13,491.50546349
5419732,1,10,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,491.50546349
5419733,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,401.84046883
5419733,1,2,1,50,13,1,,,2,4,,1,,,,,,,,,,,,04,1,13,401.84046883
5419734,1,1,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,552.97754768
5419734,1,2,1,50,13,1,,,2,4,,2,2,2,2,1,11,,,,,,,04,1,13,552.97754768
5419734,1,3,1,50,13,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,13,552.97754768
5419734,1,4,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,552.97754768
5419734,1,5,1,50,13,1,,,2,4,,2,2,2,2,1,2,,2,,2,,,04,1,13,552.97754768
5419735,1,1,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,411.08712689
5419736,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,382.67365949
5419736,1,2,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,382.67365949
5419737,1,1,1,50,13,1,,,1,5,,,,,,,,,,,,,,04,1,13,569.49256856
5419737,1,2,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,569.49256856
5419737,1,3,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,569.49256856
5419737,1,4,1,50,13,1,,,4,4,,1,,,,,,,,,,,,04,1,13,569.49256856
5419737,1,5,1,50,13,1,,,4,6,DILIGENCIAS DE ESTUDIO,2,2,2,2,2,,,,,,,,04,1,13,569.49256856
5419738,1,1,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,614.49648031
5419738,1,2,1,50,13,1,,,2,4,,1,,,,,,,,,,,,04,1,13,614.49648031
5419738,1,5,1,50,13,1,,,5,1,,,,,,,,,,,,,,04,1,13,614.49648031
5419739,1,1,1,50,13,1,,,1,5,,,,,,,,,,,,,,04,1,13,411.08712689
5419740,1,1,1,50,13,1,,,7,5,,,,,,,,,,,,,,04,1,13,396.77870057
5419740,1,2,1,50,13,1,,,7,5,,,,,,,,,,,,,,04,1,13,396.77870057
5419740,1,3,1,50,13,1,,,7,4,,1,,,,,,,,,,,,04,1,13,396.77870057
5419740,1,4,1,50,13,1,,,4,6,PENSIONADA,2,2,2,2,2,,,,,,,,04,1,13,396.77870057
5419740,1,5,1,50,13,1,,,7,1,,,,,,,,,,,,,,04,1,13,396.77870057
5419740,1,6,1,50,13,1,,,7,1,,,,,,,,,,,,,,04,1,13,396.77870057
5419740,1,7,1,50,13,1,,,7,4,,2,2,2,2,2,,,,,,,,04,1,13,396.77870057
5419741,1,1,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,477.30898408
5419741,1,2,1,50,13,1,,,2,4,,2,2,1,,,,,,,,,,04,1,13,477.30898408
5419741,1,3,1,50,13,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,13,477.30898408
5419742,1,1,1,50,13,1,,,1,4,,2,2,2,2,1,13,SEGURIDAD PANDEMIA,,,,,,04,1,13,411.08712689
5419743,1,1,1,50,13,1,,,2,2,,1,,,,,,,,,,,,04,1,13,459.52936107
5419743,1,2,1,50,13,1,,,2,4,,2,1,,,,,,,,,,,04,1,13,459.52936107
5419743,1,3,1,50,13,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,13,459.52936107
5419743,1,4,1,50,13,1,,,2,6,DILIGENCIAS DE ESTUDIOS,2,2,2,2,2,,,,,,,,04,1,13,459.52936107
5419744,1,1,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,426.61620041
5419744,1,2,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,426.61620041
5419744,1,3,1,50,13,1,,,1,3,,2,2,2,2,1,12,,,,,,,04,1,13,426.61620041
5419744,1,4,1,50,13,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,13,426.61620041
5419745,1,1,1,50,13,1,1,,2,2,,2,2,2,1,,,,,,,,1,04,1,13,434.33732964
5419745,1,2,1,50,13,1,,,2,4,,1,,,,,,,,,,,,04,1,13,434.33732964
5419746,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,529.91964949
5419746,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,529.91964949
5419746,1,4,1,50,13,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,13,529.91964949
5419747,1,1,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,474.82858363
5419747,1,2,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,474.82858363
5419748,1,1,1,50,13,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,13,438.88113328
5419748,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,438.88113328
5419749,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,465.67615768
5419749,1,2,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,465.67615768
5419749,1,3,1,50,13,1,,,3,1,,,,,,,,,,,,,,04,1,13,465.67615768
5419749,1,4,1,50,13,1,,,4,3,,2,2,2,2,1,12,,,,,,,04,1,13,465.67615768
5419750,1,1,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,326.61960348
5419750,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,326.61960348
5419750,1,3,1,50,13,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,13,326.61960348
5419750,1,4,1,50,13,1,,,4,4,,2,2,2,2,1,2,,1,2,,,,04,1,13,326.61960348
5419751,1,1,1,50,13,1,1,,1,4,,2,2,2,1,,,,,,,,1,04,1,13,445.57977846
5419752,1,1,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,398.27034544
5419752,1,2,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,398.27034544
5419752,1,3,1,50,13,1,,,1,6,DILIGENCIAS DE ESTUDIO,2,2,2,2,2,,,,,,,,04,1,13,398.27034544
5419752,1,4,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,398.27034544
5419753,1,1,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,414.95471367
5419753,1,2,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,414.95471367
5419753,1,3,1,50,13,1,,,3,3,,1,,,,,,,,,,,,04,1,13,414.95471367
5419754,1,1,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,417.89507948
5419754,1,2,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,417.89507948
5419754,1,3,1,50,13,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,13,417.89507948
5419755,1,1,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,292.36906998
5419755,1,2,1,50,13,1,,,2,4,,2,2,2,2,1,13,ESPERA GRADUARSE,,,,,,04,1,13,292.36906998
5419755,1,3,1,50,13,1,,,3,3,,1,,,,,,,,,,,,04,1,13,292.36906998
5419755,1,4,1,50,13,1,3,,4,4,,2,2,2,1,,,,,,,,1,04,1,13,292.36906998
5419756,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,405.99663295
5419756,1,2,1,50,13,1,,,1,4,,2,2,2,2,1,13,POR CUARENTENA COVID 19,,,,,,04,1,13,405.99663295
5419756,1,3,1,50,13,1,,,1,6,DILIGENCIAS PARA ESTUDIAR,2,2,2,2,2,,,,,,,,04,1,13,405.99663295
5419756,1,4,1,50,13,1,,,1,6,DILIGENCIAS DE ESTUDIOS,2,2,2,2,2,,,,,,,,04,1,13,405.99663295
5419757,1,1,1,50,13,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,13,379.00930399
5419757,1,2,1,50,13,1,,,2,5,,,,,,,,,,,,,,04,1,13,379.00930399
5419757,1,3,1,50,13,1,,,3,1,,,,,,,,,,,,,,04,1,13,379.00930399
5419758,1,1,1,50,13,1,,,1,6,PENSIONADA,2,2,2,2,2,,,,,,,,04,1,13,315.26784725
5419758,1,2,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,315.26784725
5419759,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,549.2018441
5419759,1,2,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,549.2018441
5419759,1,3,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,549.2018441
5419760,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,394.33514622
5419760,1,2,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,394.33514622
5419760,1,3,1,50,13,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,13,394.33514622
5419761,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,434.10036985
5419761,1,2,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,434.10036985
5419761,1,4,1,50,13,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,13,434.10036985
5419761,1,5,1,50,13,1,,,5,3,,2,2,2,2,2,,,,,,,,04,1,13,434.10036985
5419762,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,401.84046883
5419762,1,2,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,401.84046883
5419763,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,422.43888312
5419763,1,2,1,50,13,1,,,2,4,,1,,,,,,,,,,,,04,1,13,422.43888312
5419763,1,3,1,50,13,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,13,422.43888312
5419764,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,414.23072398
5419764,1,2,1,50,13,1,,,2,5,,,,,,,,,,,,,,04,1,13,414.23072398
5419764,1,3,1,50,13,1,,,3,4,,2,2,2,2,2,,,,,,,,04,1,13,414.23072398
5419764,1,5,1,50,13,1,,,5,3,,2,2,2,2,2,,,,,,,,04,1,13,414.23072398
5419765,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,474.13121361
5419765,1,2,1,50,13,1,,,5,1,,,,,,,,,,,,,,04,1,13,474.13121361
5419765,1,3,1,50,13,1,,,5,4,,2,2,2,2,2,,,,,,,,04,1,13,474.13121361
5419765,1,5,1,50,13,1,,,5,4,,1,,,,,,,,,,,,04,1,13,474.13121361
5419765,1,6,1,50,13,1,,,5,1,,,,,,,,,,,,,,04,1,13,474.13121361
5419766,1,1,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,410.77739638
5419766,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,410.77739638
5419767,1,1,1,50,13,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,13,390.67079073
5419767,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,390.67079073
5419767,1,3,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,390.67079073
5419767,1,4,1,50,13,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,13,390.67079073
5419768,1,1,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,395.06391464
5419768,1,2,1,50,13,1,,,2,4,,1,,,,,,,,,,,,04,1,13,395.06391464
5419768,1,3,1,50,13,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,13,395.06391464
5419768,1,5,1,50,13,1,,,5,4,,2,2,2,2,2,,,,,,,,04,1,13,395.06391464
5419769,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,361.65894534
5419772,1,1,1,50,13,1,,,1,2,,1,,,,,,,,,,,,04,1,13,383.4024279
5419772,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,383.4024279
5419772,1,4,1,50,13,1,,,4,5,,,,,,,,,,,,,,04,1,13,383.4024279
5419773,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,462.44106654
5419773,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,462.44106654
5419774,1,1,1,50,13,1,,,1,4,,2,1,,,,,,,,,,,04,1,13,568.30861351
5419774,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,568.30861351
5419774,1,3,1,50,13,1,,,3,4,,2,2,2,2,2,,,,,,,,04,1,13,568.30861351
5419774,1,4,1,50,13,1,,,4,1,,,,,,,,,,,,,,04,1,13,568.30861351
5419774,1,5,1,50,13,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,13,568.30861351
5419774,1,7,1,50,13,1,,,7,1,,,,,,,,,,,,,,04,1,13,568.30861351
5419774,1,8,1,50,13,1,,,8,4,,2,2,2,2,2,,,,,,,,04,1,13,568.30861351
5419776,1,1,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,336.91505704
5419776,1,2,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,336.91505704
5419776,1,3,1,50,13,1,,,1,4,,2,2,2,2,1,10,,,,,,,04,1,13,336.91505704
5419777,1,1,1,50,13,1,,,1,4,,2,1,,,,,,,,,,,04,1,13,390.36106023
5419777,1,2,1,50,13,1,,,2,4,,1,,,,,,,,,,,,04,1,13,390.36106023
5419777,1,3,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,390.36106023
5419777,1,4,1,50,13,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,13,390.36106023
5419777,1,6,1,50,13,1,,,2,4,,2,1,,,,,,,,,,,04,1,13,390.36106023
5419778,1,1,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,429.793526
5419778,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,429.793526
5419779,1,1,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,336.91505704
5419779,1,2,1,50,13,1,,,2,4,,1,,,,,,,,,,,,04,1,13,336.91505704
5419779,1,3,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,336.91505704
5419780,1,1,1,50,13,1,,,2,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,13,475.48973961
5419780,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,475.48973961
5419780,1,3,1,50,13,1,,,3,4,,2,2,2,2,1,13,LE FALTA DOCUMENTOS PARA GRADUARSE,,,,,,04,1,13,475.48973961
5419780,1,4,1,50,13,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,13,475.48973961
5419781,1,1,1,50,13,1,,,1,6,PENSIONADA,2,2,2,2,2,,,,,,,,04,1,13,352.54040333
5419781,1,2,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,352.54040333
5419781,1,3,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,352.54040333
5419781,1,4,1,50,13,1,3,,4,2,,2,2,2,1,,,,,,,,1,04,1,13,352.54040333
5419781,1,5,1,50,13,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,13,352.54040333
5419781,1,6,1,50,13,1,,,2,6,DILIGENCIAS DE ESTUDIOS,2,2,2,2,2,,,,,,,,04,1,13,352.54040333
5419781,1,7,1,50,13,1,,,4,4,,1,,,,,,,,,,,,04,1,13,352.54040333
5419782,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,455.66177429
5419782,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,455.66177429
5419783,1,1,1,50,13,1,,,1,5,,,,,,,,,,,,,,04,1,13,455.66177429
5419783,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,455.66177429
5419784,1,1,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,414.95471367
5419784,1,2,1,50,13,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,13,414.95471367
5419784,1,3,1,50,13,1,,,1,6,VAGO,2,2,2,2,2,,,,,,,,04,1,13,414.95471367
5419785,1,1,1,50,13,1,,,1,5,,,,,,,,,,,,,,04,1,13,389.76268224
5419786,1,1,1,50,13,1,,,1,4,,2,2,2,2,1,2,,1,2,,,,04,1,13,414.95471367
5419786,1,2,1,50,13,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,13,414.95471367
5419786,1,3,1,50,13,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,13,414.95471367
5419787,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,449.20524718
5419787,1,2,1,50,13,1,,,1,4,,2,2,2,2,1,10,,,,,,,04,1,13,449.20524718
5419787,1,3,1,50,13,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,13,449.20524718
5419788,1,1,1,50,13,1,,,1,4,,2,1,,,,,,,,,,,04,1,13,444.66144354
5419788,1,2,1,50,13,1,,,2,2,,1,,,,,,,,,,,,04,1,13,444.66144354
5419788,1,3,1,50,13,1,,,1,3,,2,2,2,2,1,12,,,,,,,04,1,13,444.66144354
5419789,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,506.58644959
5419789,1,2,1,50,13,1,,,2,4,,2,1,,,,,,,,,,,04,1,13,506.58644959
5419789,1,3,1,50,13,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,13,506.58644959
5419789,1,4,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,506.58644959
5419789,1,5,1,50,13,1,,,5,4,,1,,,,,,,,,,,,04,1,13,506.58644959
5419789,1,6,1,50,13,1,,,5,1,,,,,,,,,,,,,,04,1,13,506.58644959
5419790,1,1,1,50,13,1,3,,1,2,,2,2,2,1,,,,,,,,1,04,1,13,396.88036533
5419790,1,2,1,50,13,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,13,396.88036533
5419791,1,1,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,359.84249465
5419791,1,2,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,359.84249465
5419791,1,3,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,359.84249465
5419792,1,1,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,438.88113328
5419792,1,2,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,438.88113328
5419793,1,1,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,315.26784725
5419793,1,2,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,315.26784725
5419794,1,1,1,50,13,1,,,1,4,,1,,,,,,,,,,,,04,1,13,508.23355293
5419794,1,2,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,508.23355293
5419794,1,3,1,50,13,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,13,508.23355293
5419794,1,4,1,50,13,1,,,1,5,,,,,,,,,,,,,,04,1,13,508.23355293
5419794,1,5,1,50,13,1,,,1,5,,,,,,,,,,,,,,04,1,13,508.23355293
5419795,1,1,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,474.82858363
5419795,1,2,1,50,13,1,,,2,4,,2,2,2,2,1,9,,,,,,,04,1,13,474.82858363
5419796,1,1,1,50,13,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,13,474.82858363
5419796,1,2,1,50,13,1,,,2,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,13,474.82858363
5419798,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,361.65894534
5419799,1,1,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,298.51586658
5419799,1,2,1,50,13,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,13,298.51586658
5419799,1,3,1,50,13,1,3,,2,4,,2,2,2,1,,,,,,,,1,04,1,13,298.51586658
5419799,1,4,1,50,13,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,13,298.51586658
5419800,1,1,1,50,13,1,,,1,4,,2,2,2,2,1,2,,1,2,,,,04,1,13,507.5675625
5419800,1,2,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,507.5675625
5419801,1,1,1,50,13,1,,,1,4,,2,2,2,2,1,13,POR SEGURIDAD POR COVID 19,,,,,,04,1,13,455.66177429
5419801,1,2,1,50,13,1,,,1,1,,,,,,,,,,,,,,04,1,13,455.66177429
5419803,1,1,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,432.76299701
5419803,1,2,1,50,13,1,,,2,1,,,,,,,,,,,,,,04,1,13,432.76299701
5419803,1,3,1,50,13,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,13,432.76299701
5419803,1,4,1,50,13,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,13,432.76299701
5419807,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,132.3216116
5419807,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,132.3216116
5419807,1,3,1,50,15,1,2,,3,2,,2,2,2,1,,,,,,,,1,04,1,15,132.3216116
5419808,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,115.73630856
5419809,1,1,1,50,15,1,,,1,6,PENSIONADA,2,2,2,2,2,,,,,,,,04,1,15,132.21476807
5419809,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,132.21476807
5419809,1,3,1,50,15,1,,,3,1,,,,,,,,,,,,,,04,1,15,132.21476807
5419810,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,132.75162408
5419810,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,132.75162408
5419810,1,5,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,132.75162408
5419811,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,65.558838531
5419811,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,65.558838531
5419811,1,3,1,50,15,1,,,3,1,,,,,,,,,,,,,,04,1,15,65.558838531
5419811,1,4,1,50,15,1,,,4,1,,,,,,,,,,,,,,04,1,15,65.558838531
5419811,1,5,1,50,15,1,,,5,3,,2,2,2,2,2,,,,,,,,04,1,15,65.558838531
5419811,1,6,1,50,15,1,,,6,3,,2,2,2,2,2,,,,,,,,04,1,15,65.558838531
5419812,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,91.462229055
5419812,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,15,91.462229055
5419812,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,91.462229055
5419813,1,1,1,50,15,1,,,1,5,,,,,,,,,,,,,,04,1,15,133.3947033
5419813,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,133.3947033
5419813,1,3,1,50,15,1,,,3,4,,2,2,2,2,2,,,,,,,,04,1,15,133.3947033
5419813,1,4,1,50,15,1,,,4,4,,2,2,2,2,2,,,,,,,,04,1,15,133.3947033
5419813,1,5,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,15,133.3947033
5419814,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,04,1,15,159.85168112
5419814,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,04,1,15,159.85168112
5419814,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,15,159.85168112
5419815,1,1,1,50,15,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,04,1,15,88.447565284
5419815,1,2,1,50,15,1,2,,2,4,,2,2,2,1,,,,,,,,1,04,1,15,88.447565284
